Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"X2861219B", 0.208, 1,    119.595, -159.3,   0.99589, 2,    119.032,   20.6,    0.9912, 0, 0, 0, 0
"X3120376A", 0.208, 1,    121.604,  -45.0,    1.0126, 2,    121.098,  134.9,    1.0084, 0, 0, 0, 0
"X2991919A", 0.208, 1,    118.726,  -41.0,   0.98865, 2,    118.653,  139.0,   0.98805, 0, 0, 0, 0
"X3066804A", 0.208, 1,    118.803,  -43.8,   0.98929, 2,    118.832,  136.2,   0.98953, 0, 0, 0, 0
"X2935550C", 0.208, 1,    120.988,   81.0,    1.0075, 2,      120.9,  -99.0,    1.0068, 0, 0, 0, 0
"X2691942B", 0.208, 1,    119.232, -162.0,   0.99286, 2,    118.999,   18.0,   0.99092, 0, 0, 0, 0
"X2842383A", 0.208, 1,    119.583,  -38.1,   0.99578, 2,    120.103,  142.0,    1.0001, 0, 0, 0, 0
"X3160863C", 0.208, 1,    124.815,   84.8,    1.0394, 2,    124.273,  -95.3,    1.0348, 0, 0, 0, 0
"X2935549B", 0.208, 1,     120.16, -167.2,    1.0006, 2,     120.42,   12.9,    1.0028, 0, 0, 0, 0
"X3027122A", 0.208, 1,     111.99,  -41.7,   0.93256, 2,    112.457,  138.3,   0.93644, 0, 0, 0, 0
"X2673331B", 0.208, 1,    120.738, -165.6,    1.0054, 2,    120.237,   14.3,    1.0012, 0, 0, 0, 0
"X3254231A", 0.208, 1,    118.574,  -43.9,   0.98738, 2,    119.158,  136.2,   0.99225, 0, 0, 0, 0
"X2785543B", 0.208, 1,    120.731, -167.5,    1.0053, 2,    121.264,   12.6,    1.0098, 0, 0, 0, 0
"X2970258C", 0.208, 1,    120.288,   78.4,    1.0017, 2,    120.357, -101.6,    1.0022, 0, 0, 0, 0
"X2748124B", 0.208, 1,    117.943, -167.4,   0.98213, 2,    117.936,   12.6,   0.98207, 0, 0, 0, 0
"X2879773A", 0.208, 1,    118.693,  -39.3,   0.98838, 2,     118.79,  140.7,   0.98918, 0, 0, 0, 0
"X2841626C", 0.208, 1,    122.375,   80.0,     1.019, 2,    122.583,  -99.9,    1.0208, 0, 0, 0, 0
"X2991905A", 0.208, 1,    121.586,  -44.6,    1.0125, 2,    121.466,  135.4,    1.0115, 0, 0, 0, 0
"X2822861A", 0.208, 1,    121.853,  -44.6,    1.0147, 2,    121.417,  135.3,    1.0111, 0, 0, 0, 0
"X3216337A", 0.208, 1,    120.956,  -45.1,    1.0072, 2,    121.531,  135.0,     1.012, 0, 0, 0, 0
"X2674047C", 0.208, 1,     123.19,   82.0,    1.0258, 2,    123.623,  -97.9,    1.0294, 0, 0, 0, 0
"X2691967B", 0.208, 1,    120.564, -166.0,     1.004, 2,    120.637,   14.0,    1.0046, 0, 0, 0, 0
"X3626914C", 0.208, 1,    122.772,   80.1,    1.0223, 2,    123.109,  -99.9,    1.0252, 0, 0, 0, 0
"X3177894A", 0.208, 1,    118.216,  -45.4,    0.9844, 2,     118.41,  134.6,   0.98602, 0, 0, 0, 0
"X2690187B", 0.208, 1,     116.56, -161.9,   0.97061, 2,    116.834,   18.1,    0.9729, 0, 0, 0, 0
"X3122827A", 0.208, 1,    119.724,  -44.9,   0.99696, 2,    119.702,  135.1,   0.99678, 0, 0, 0, 0
"X3315860B", 0.208, 1,    120.257, -167.6,    1.0014, 2,    120.171,   12.4,    1.0007, 0, 0, 0, 0
"X2973165A", 0.208, 1,    121.734,  -45.0,    1.0137, 2,    121.463,  135.0,    1.0114, 0, 0, 0, 0
"X2691965B", 0.208, 1,    120.797, -165.6,    1.0059, 2,    121.271,   14.4,    1.0098, 0, 0, 0, 0
"X3216346A", 0.208, 1,    119.413,  -45.2,   0.99438, 2,     119.82,  134.8,   0.99776, 0, 0, 0, 0
"X3235267C", 0.208, 1,    120.866,   79.0,    1.0065, 2,    120.566, -101.0,     1.004, 0, 0, 0, 0
"X3066801C", 0.208, 1,    122.732,   80.1,     1.022, 2,     122.97,  -99.9,     1.024, 0, 0, 0, 0
"X2898515C", 0.208, 1,    124.075,   83.3,    1.0332, 2,    123.872,  -96.7,    1.0315, 0, 0, 0, 0
"X2804258B", 0.208, 1,    118.326, -167.5,   0.98532, 2,    118.975,   12.6,   0.99072, 0, 0, 0, 0
"X2954354A", 0.208, 1,    119.528,  -41.1,   0.99533, 2,    119.906,  139.0,   0.99848, 0, 0, 0, 0
"X2802481A", 0.208, 1,     113.43,  -40.8,   0.94455, 2,    113.799,  139.2,   0.94762, 0, 0, 0, 0
"X2710505B", 0.208, 1,    117.777, -167.5,   0.98075, 2,    118.426,   12.6,   0.98615, 0, 0, 0, 0
"X3104114B", 0.208, 1,    120.686, -167.5,     1.005, 2,    120.118,   12.4,    1.0002, 0, 0, 0, 0
"X2798067B", 0.208, 1,    117.538, -161.1,   0.97876, 2,    117.869,   18.9,   0.98152, 0, 0, 0, 0
"X3122825A", 0.208, 1,    118.636,  -41.0,    0.9879, 2,    118.651,  139.0,   0.98802, 0, 0, 0, 0
"X2710546B", 0.208, 1,    118.416, -167.5,   0.98607, 2,    117.761,   12.4,   0.98061, 0, 0, 0, 0
"X2879071B", 0.208, 1,    118.369, -167.5,   0.98568, 2,    118.188,   12.5,   0.98417, 0, 0, 0, 0
"X2785514A", 0.208, 1,    121.155,  -44.6,    1.0089, 2,     121.69,  135.4,    1.0133, 0, 0, 0, 0
"X2898457A", 0.208, 1,    114.762,  -40.5,   0.95565, 2,    114.472,  139.5,   0.95323, 0, 0, 0, 0
"X3727708A", 0.208, 1,    121.788,  -44.7,    1.0141, 2,    122.121,  135.3,    1.0169, 0, 0, 0, 0
"X3216988B", 0.208, 1,    117.477, -161.3,   0.97825, 2,    117.655,   18.7,   0.97974, 0, 0, 0, 0
"X3197632B", 0.208, 1,    119.045, -167.3,    0.9913, 2,     119.19,   12.7,   0.99251, 0, 0, 0, 0
"X3178997C", 0.208, 1,    122.741,   79.6,    1.0221, 2,    122.566, -100.4,    1.0206, 0, 0, 0, 0
"X2785535B", 0.208, 1,    119.905, -165.7,   0.99847, 2,     119.26,   14.2,    0.9931, 0, 0, 0, 0
"X3216343C", 0.208, 1,    120.767,   81.0,    1.0057, 2,    120.141,  -99.1,    1.0004, 0, 0, 0, 0
"X2748127A", 0.208, 1,    122.235,  -44.6,    1.0179, 2,    122.499,  135.5,    1.0201, 0, 0, 0, 0
"X2673323C", 0.208, 1,    122.221,   79.2,    1.0178, 2,    121.598, -100.9,    1.0126, 0, 0, 0, 0
"X3104859B", 0.208, 1,    118.388, -159.8,   0.98584, 2,    118.807,   20.3,   0.98933, 0, 0, 0, 0
"X2859403A", 0.208, 1,     113.79,  -40.9,   0.94755, 2,    113.664,  139.0,    0.9465, 0, 0, 0, 0
"X2954345C", 0.208, 1,    122.953,   79.2,    1.0238, 2,    123.017, -100.8,    1.0244, 0, 0, 0, 0
"X3160098A", 0.208, 1,    120.792,  -42.9,    1.0059, 2,    121.059,  137.1,    1.0081, 0, 0, 0, 0
"X3254228B", 0.208, 1,    119.594, -165.8,   0.99588, 2,    119.681,   14.2,    0.9966, 0, 0, 0, 0
"X3101788A", 0.208, 1,    118.697,  -45.3,   0.98841, 2,    118.384,  134.6,    0.9858, 0, 0, 0, 0
"X2785513A", 0.208, 1,     121.64,  -44.6,    1.0129, 2,    121.172,  135.4,     1.009, 0, 0, 0, 0
"X3231269B", 0.208, 1,    119.664, -167.6,   0.99647, 2,    120.303,   12.4,    1.0018, 0, 0, 0, 0
"X2991921C", 0.208, 1,    122.514,   79.6,    1.0202, 2,    122.552, -100.4,    1.0205, 0, 0, 0, 0
"X3122826A", 0.208, 1,     120.21,  -41.1,     1.001, 2,    120.531,  139.0,    1.0037, 0, 0, 0, 0
"X2842390C", 0.208, 1,      121.7,   81.1,    1.0134, 2,    121.243,  -98.9,    1.0096, 0, 0, 0, 0
"X2991913A", 0.208, 1,    122.529,  -40.6,    1.0203, 2,    122.295,  139.4,    1.0184, 0, 0, 0, 0
"X3104144A", 0.208, 1,    119.889,  -43.3,   0.99834, 2,    119.468,  136.6,   0.99483, 0, 0, 0, 0
"X2804270B", 0.208, 1,    119.775, -165.7,   0.99739, 2,     120.38,   14.3,    1.0024, 0, 0, 0, 0
"X2917333A", 0.208, 1,    119.948,  -37.9,   0.99883, 2,    120.162,  142.1,    1.0006, 0, 0, 0, 0
"X2673315A", 0.208, 1,     116.45,  -39.9,    0.9697, 2,    116.371,  140.1,   0.96904, 0, 0, 0, 0
"X2688693C", 0.208, 1,    121.878,   80.9,    1.0149, 2,    121.311,  -99.2,    1.0102, 0, 0, 0, 0
"X2841645C", 0.208, 1,    120.476,   79.0,    1.0032, 2,     120.92, -101.0,    1.0069, 0, 0, 0, 0
"X3048200B", 0.208, 1,    115.421, -162.5,   0.96113, 2,    115.576,   17.5,   0.96242, 0, 0, 0, 0
"X3048208A", 0.208, 1,    123.834,  -40.2,    1.0312, 2,    123.582,  139.7,    1.0291, 0, 0, 0, 0
"X3067507C", 0.208, 1,    123.725,   82.2,    1.0303, 2,    123.282,  -97.9,    1.0266, 0, 0, 0, 0
"X2804249C", 0.208, 1,     121.81,   80.9,    1.0143, 2,    122.018,  -99.1,    1.0161, 0, 0, 0, 0
"X2936213B", 0.208, 1,    123.298, -163.3,    1.0267, 2,     123.03,   16.6,    1.0245, 0, 0, 0, 0
"X3215340A", 0.208, 1,     118.75,  -45.3,   0.98885, 2,    118.992,  134.7,   0.99087, 0, 0, 0, 0
"X3118855C", 0.208, 1,    124.463,   80.2,    1.0364, 2,    124.092,  -99.8,    1.0333, 0, 0, 0, 0
"X3085397B", 0.208, 1,    118.953, -167.3,   0.99054, 2,    118.332,   12.6,   0.98537, 0, 0, 0, 0
"X3104796C", 0.208, 1,    123.331,   81.7,     1.027, 2,    123.629,  -98.3,    1.0295, 0, 0, 0, 0
"X3108449A", 0.208, 1,    111.848,  -41.7,   0.93137, 2,    112.461,  138.3,   0.93648, 0, 0, 0, 0
"X2673307C", 0.208, 1,    120.549,   81.0,    1.0038, 2,    119.914,  -99.1,   0.99854, 0, 0, 0, 0
"X2973159A", 0.208, 1,    119.105,  -45.0,    0.9918, 2,    119.618,  135.1,   0.99608, 0, 0, 0, 0
"X3101787A", 0.208, 1,    118.519,  -45.4,   0.98693, 2,    118.561,  134.6,   0.98728, 0, 0, 0, 0
"X2785521C", 0.208, 1,    122.497,   79.2,    1.0201, 2,    122.842, -100.7,    1.0229, 0, 0, 0, 0
"X3235273B", 0.208, 1,    119.922, -165.7,   0.99861, 2,    120.348,   14.3,    1.0022, 0, 0, 0, 0
"X2692600C", 0.208, 1,    123.951,   80.8,    1.0322, 2,    124.257,  -99.2,    1.0347, 0, 0, 0, 0
"X3179637C", 0.208, 1,    122.148,   84.4,    1.0171, 2,    122.426,  -95.5,    1.0195, 0, 0, 0, 0
"X2729406C", 0.208, 1,    120.343,   81.0,    1.0021, 2,    120.043,  -99.1,   0.99962, 0, 0, 0, 0
"X3029499A", 0.208, 1,    119.927,  -41.0,   0.99865, 2,    119.495,  138.9,   0.99506, 0, 0, 0, 0
"X3179650B", 0.208, 1,    116.996, -162.1,   0.97425, 2,    116.744,   17.8,   0.97214, 0, 0, 0, 0
"X2748780A", 0.208, 1,    112.128,  -41.7,   0.93371, 2,    111.878,  138.3,   0.93162, 0, 0, 0, 0
"X3141398A", 0.208, 1,    119.407,  -45.0,   0.99432, 2,    118.959,  135.0,   0.99059, 0, 0, 0, 0
"X3085403A", 0.208, 1,    119.866,  -44.9,   0.99814, 2,    119.374,  135.0,   0.99404, 0, 0, 0, 0
"X3236011B", 0.208, 1,    118.588, -159.8,    0.9875, 2,    118.653,   20.2,   0.98804, 0, 0, 0, 0
"X2710542B", 0.208, 1,    120.599, -167.5,    1.0042, 2,    121.037,   12.5,    1.0079, 0, 0, 0, 0
"X2801896B", 0.208, 1,    120.213, -167.6,     1.001, 2,    119.961,   12.4,   0.99894, 0, 0, 0, 0
"X3029501B", 0.208, 1,    119.185, -167.4,   0.99247, 2,      119.4,   12.7,   0.99426, 0, 0, 0, 0
"X3159645A", 0.208, 1,    122.551,  -44.6,    1.0205, 2,    122.363,  135.4,    1.0189, 0, 0, 0, 0
"X3125349C", 0.208, 1,    120.563,   78.5,    1.0039, 2,     120.44, -101.5,    1.0029, 0, 0, 0, 0
"X2973149B", 0.208, 1,    118.037, -167.4,   0.98291, 2,    118.473,   12.6,   0.98655, 0, 0, 0, 0
"X3030205C", 0.208, 1,    123.933,   83.3,     1.032, 2,    124.124,  -96.7,    1.0336, 0, 0, 0, 0
"X2841615A", 0.208, 1,    121.319,  -45.1,    1.0102, 2,    121.198,  134.9,    1.0092, 0, 0, 0, 0
"X2767407B", 0.208, 1,    119.236, -159.5,    0.9929, 2,    118.721,   20.5,   0.98861, 0, 0, 0, 0
"X3139103A", 0.208, 1,    118.724,  -45.3,   0.98863, 2,    118.304,  134.6,   0.98514, 0, 0, 0, 0
"X3011293A", 0.208, 1,    121.956,  -36.7,    1.0155, 2,    122.071,  143.3,    1.0165, 0, 0, 0, 0
"X3011293B", 0.208, 1,    122.533, -156.8,    1.0204, 2,    121.892,   23.2,     1.015, 0, 0, 0, 0
"X3011293C", 0.208, 1,    124.056,   83.9,     1.033, 2,    124.547,  -96.1,    1.0371, 0, 0, 0, 0
"X3181545C", 0.208, 1,    120.808,   78.5,     1.006, 2,    120.307, -101.5,    1.0018, 0, 0, 0, 0
"X2935555A", 0.208, 1,    122.218,  -44.6,    1.0177, 2,    122.535,  135.5,    1.0204, 0, 0, 0, 0
"X3048207B", 0.208, 1,    118.642, -167.3,   0.98795, 2,    118.687,   12.7,   0.98832, 0, 0, 0, 0
"X3160104B", 0.208, 1,    118.197, -167.5,   0.98425, 2,    117.821,   12.4,   0.98111, 0, 0, 0, 0
"X2851933A", 0.208, 1,    119.651,  -44.9,   0.99635, 2,    119.848,  135.1,   0.99799, 0, 0, 0, 0
"X2851933B", 0.208, 1,    122.615, -166.6,     1.021, 2,    122.191,   13.4,    1.0175, 0, 0, 0, 0
"X2851933C", 0.208, 1,      120.2,   79.4,    1.0009, 2,    120.424, -100.6,    1.0028, 0, 0, 0, 0
"X2897784B", 0.208, 1,    119.095, -162.0,   0.99173, 2,    118.649,   17.9,   0.98801, 0, 0, 0, 0
"X3207907A", 0.208, 1,    119.633,  -44.9,    0.9962, 2,    119.852,  135.1,   0.99803, 0, 0, 0, 0
"X3207907B", 0.208, 1,    122.601, -166.6,    1.0209, 2,     122.17,   13.3,    1.0173, 0, 0, 0, 0
"X3207907C", 0.208, 1,    120.531,   79.4,    1.0037, 2,    120.067, -100.7,   0.99982, 0, 0, 0, 0
"X2726974B", 0.208, 1,    119.974, -165.7,   0.99904, 2,    119.343,   14.2,   0.99379, 0, 0, 0, 0
"X3029502A", 0.208, 1,    115.306,  -40.2,   0.96017, 2,    115.488,  139.8,   0.96169, 0, 0, 0, 0
"X3178972C", 0.208, 1,    122.654,   79.2,    1.0214, 2,     123.07, -100.7,    1.0248, 0, 0, 0, 0
"X3029055B", 0.208, 1,    117.943, -161.1,   0.98213, 2,    117.428,   18.8,   0.97784, 0, 0, 0, 0
"X3029507B", 0.208, 1,    116.929, -162.3,   0.97369, 2,     116.72,   17.7,   0.97195, 0, 0, 0, 0
"X3254230A", 0.208, 1,    118.745,  -43.8,   0.98881, 2,    118.977,  136.2,   0.99074, 0, 0, 0, 0
"X3030203C", 0.208, 1,    123.743,   82.6,    1.0304, 2,    123.795,  -97.4,    1.0309, 0, 0, 0, 0
"X3048203B", 0.208, 1,    118.665, -167.3,   0.98814, 2,    118.746,   12.7,   0.98882, 0, 0, 0, 0
"X3048963B", 0.208, 1,    119.105, -159.3,   0.99181, 2,    119.502,   20.7,   0.99511, 0, 0, 0, 0
"X2674027B", 0.208, 1,    116.334, -163.1,   0.96873, 2,    115.737,   16.8,   0.96376, 0, 0, 0, 0
"X2973163B", 0.208, 1,    116.193, -162.4,   0.96756, 2,    116.153,   17.6,   0.96723, 0, 0, 0, 0
"X2955074A", 0.208, 1,    118.584,  -39.0,   0.98747, 2,    118.914,  141.1,   0.99022, 0, 0, 0, 0
"X3216342B", 0.208, 1,    120.982, -167.0,    1.0074, 2,    120.765,   13.0,    1.0056, 0, 0, 0, 0
"X3235243C", 0.208, 1,    120.105,   78.4,    1.0001, 2,     120.63, -101.5,    1.0045, 0, 0, 0, 0
"X3214069C", 0.208, 1,    123.314,   81.7,    1.0269, 2,    123.661,  -98.3,    1.0297, 0, 0, 0, 0
"X2841632B", 0.208, 1,    119.387, -166.3,   0.99416, 2,    119.939,   13.8,   0.99876, 0, 0, 0, 0
"X2822859B", 0.208, 1,    115.827, -162.4,   0.96451, 2,    115.418,   17.5,   0.96111, 0, 0, 0, 0
"X3142050C", 0.208, 1,    122.143,   84.4,    1.0171, 2,    122.663,  -95.5,    1.0214, 0, 0, 0, 0
"X2973155A", 0.208, 1,     121.93,  -44.4,    1.0153, 2,    121.877,  135.6,    1.0149, 0, 0, 0, 0
"X2973791A", 0.208, 1,    113.806,  -41.0,   0.94768, 2,    113.475,  139.0,   0.94492, 0, 0, 0, 0
"X2841629C", 0.208, 1,    122.968,   80.1,     1.024, 2,    123.068,  -99.9,    1.0248, 0, 0, 0, 0
"X2822868A", 0.208, 1,    119.835,  -44.9,   0.99789, 2,    119.419,  135.0,   0.99442, 0, 0, 0, 0
"X3122823B", 0.208, 1,     117.11, -162.3,   0.97519, 2,    116.594,   17.7,    0.9709, 0, 0, 0, 0
"X2952003B", 0.208, 1,    116.943, -161.8,    0.9738, 2,    116.442,   18.1,   0.96963, 0, 0, 0, 0
"X3104856A", 0.208, 1,    120.283,  -37.8,    1.0016, 2,    120.295,  142.2,    1.0017, 0, 0, 0, 0
"X2786204C", 0.208, 1,     124.22,   84.7,    1.0344, 2,    124.012,  -95.3,    1.0327, 0, 0, 0, 0
"X2841622A", 0.208, 1,     121.89,  -44.4,     1.015, 2,    121.578,  135.6,    1.0124, 0, 0, 0, 0
"X2973150A", 0.208, 1,    118.948,  -43.8,    0.9905, 2,    118.707,  136.1,    0.9885, 0, 0, 0, 0
"X3066826B", 0.208, 1,    120.364, -165.7,    1.0023, 2,    120.527,   14.3,    1.0036, 0, 0, 0, 0
"X3197638A", 0.208, 1,    120.643,  -45.2,    1.0046, 2,    121.073,  134.9,    1.0082, 0, 0, 0, 0
"X2785530A", 0.208, 1,     119.73,  -44.9,   0.99701, 2,    119.548,  135.0,   0.99549, 0, 0, 0, 0
"X3082988B", 0.208, 1,    118.999, -159.4,   0.99093, 2,    119.348,   20.7,   0.99383, 0, 0, 0, 0
"X2860491A", 0.208, 1,    120.487,  -41.0,    1.0033, 2,    120.063,  138.9,   0.99978, 0, 0, 0, 0
"X2860491B", 0.208, 1,    119.485, -162.0,   0.99497, 2,    119.093,   18.0,   0.99171, 0, 0, 0, 0
"SX2673305B", 0.208, 1,    123.319, -160.7,    1.0269, 2,    122.305,   19.2,    1.0185, 0, 0, 0, 0
"SX3048196B", 0.208, 1,    122.892, -160.7,    1.0233, 2,    122.461,   19.2,    1.0197, 0, 0, 0, 0
"SX2991911C", 0.208, 1,    123.611,   80.3,    1.0293, 2,    122.113,  -99.9,    1.0169, 0, 0, 0, 0
"SX2973158C", 0.208, 1,    124.013,   80.4,    1.0327, 2,    122.294,  -99.8,    1.0184, 0, 0, 0, 0
"SX3048208A", 0.208, 1,    123.804,  -40.2,    1.0309, 2,    122.961,  139.7,    1.0239, 0, 0, 0, 0
"SX3029502A", 0.208, 1,    113.461,  -40.2,   0.94481, 2,    114.987,  140.0,   0.95751, 0, 0, 0, 0
"SX3104125B", 0.208, 1,    115.986, -160.4,   0.96584, 2,    113.203,   19.2,   0.94266, 0, 0, 0, 0
"SX3160107A", 0.208, 1,    114.994,  -40.0,   0.95758, 2,    115.663,  140.0,   0.96314, 0, 0, 0, 0
"SX2785516B", 0.208, 1,    123.247, -160.7,    1.0263, 2,    121.872,   19.1,    1.0148, 0, 0, 0, 0
"SX3141400A", 0.208, 1,     115.55,  -40.0,   0.96221, 2,    116.876,  140.2,   0.97325, 0, 0, 0, 0
"SX2897775C", 0.208, 1,    121.984,   80.1,    1.0158, 2,    122.232,  -99.9,    1.0178, 0, 0, 0, 0
"SX3010565C", 0.208, 1,     122.54,   80.1,    1.0204, 2,    122.443,  -99.9,    1.0196, 0, 0, 0, 0
"SX2916609C", 0.208, 1,    123.309,   80.2,    1.0268, 2,    121.598, -100.0,    1.0126, 0, 0, 0, 0
"SX2879073C", 0.208, 1,    121.539,   80.0,    1.0121, 2,    123.046,  -99.8,    1.0246, 0, 0, 0, 0
"SX3104126C", 0.208, 1,     121.88,   80.0,    1.0149, 2,    123.116,  -99.8,    1.0252, 0, 0, 0, 0
"SX3029503C", 0.208, 1,    122.403,   80.1,    1.0193, 2,    122.451,  -99.9,    1.0197, 0, 0, 0, 0
"SX2691950C", 0.208, 1,    123.362,   80.3,    1.0273, 2,    121.034, -100.0,    1.0079, 0, 0, 0, 0
"SX2691951C", 0.208, 1,    122.238,   80.1,    1.0179, 2,    122.528,  -99.8,    1.0203, 0, 0, 0, 0
"SX2879076C", 0.208, 1,    122.439,   80.1,    1.0196, 2,    122.919,  -99.9,    1.0236, 0, 0, 0, 0
"SX2841630C", 0.208, 1,     121.36,   80.0,    1.0106, 2,    123.403,  -99.7,    1.0276, 0, 0, 0, 0
"SX2841629C", 0.208, 1,     121.76,   80.1,    1.0139, 2,     122.39,  -99.8,    1.0192, 0, 0, 0, 0
"SX2785523C", 0.208, 1,    122.782,   80.2,    1.0224, 2,    122.423,  -99.9,    1.0194, 0, 0, 0, 0
"SX3216347C", 0.208, 1,    122.048,   80.1,    1.0163, 2,    123.202,  -99.8,    1.0259, 0, 0, 0, 0
"SX3141388C", 0.208, 1,    122.712,   80.1,    1.0218, 2,    122.693,  -99.9,    1.0217, 0, 0, 0, 0
"SX3066801C", 0.208, 1,    122.304,   80.1,    1.0184, 2,    122.896,  -99.9,    1.0234, 0, 0, 0, 0
"SX2879055C", 0.208, 1,    121.815,   80.0,    1.0144, 2,    123.352,  -99.8,    1.0272, 0, 0, 0, 0
"SX2973144C", 0.208, 1,    121.233,   80.0,    1.0095, 2,    123.142,  -99.8,    1.0254, 0, 0, 0, 0
"SX2785518C", 0.208, 1,    122.071,   80.1,    1.0165, 2,    122.763,  -99.9,    1.0223, 0, 0, 0, 0
"SX2766717C", 0.208, 1,    122.303,   80.1,    1.0184, 2,     122.78,  -99.9,    1.0224, 0, 0, 0, 0
"SX2673309C", 0.208, 1,    120.766,   79.9,    1.0056, 2,    123.525,  -99.7,    1.0286, 0, 0, 0, 0
"SX3104113A", 0.208, 1,    121.557,  -40.6,    1.0122, 2,    121.773,  139.4,     1.014, 0, 0, 0, 0
"SX3104121A", 0.208, 1,    121.005,  -40.7,    1.0076, 2,     122.32,  139.5,    1.0186, 0, 0, 0, 0
"SX2673310A", 0.208, 1,    120.906,  -40.7,    1.0068, 2,    122.425,  139.5,    1.0195, 0, 0, 0, 0
"SX2916627A", 0.208, 1,    121.037,  -40.7,    1.0079, 2,    122.311,  139.5,    1.0185, 0, 0, 0, 0
"SX2804283A", 0.208, 1,    120.707,  -40.7,    1.0051, 2,    122.662,  139.5,    1.0214, 0, 0, 0, 0
"SX3104122A", 0.208, 1,    120.436,  -40.7,    1.0029, 2,    122.957,  139.6,    1.0239, 0, 0, 0, 0
"SX2785519A", 0.208, 1,    120.478,  -40.7,    1.0032, 2,    122.933,  139.6,    1.0237, 0, 0, 0, 0
"SX2748129A", 0.208, 1,    123.249,  -40.3,    1.0263, 2,    119.606,  139.2,   0.99598, 0, 0, 0, 0
"SX2973151A", 0.208, 1,    121.537,  -40.6,    1.0121, 2,    122.418,  139.5,    1.0194, 0, 0, 0, 0
"SX2748146A", 0.208, 1,    122.741,  -40.5,    1.0221, 2,    121.256,  139.3,    1.0097, 0, 0, 0, 0
"SX2991913A", 0.208, 1,    122.475,  -40.5,    1.0199, 2,    121.691,  139.4,    1.0133, 0, 0, 0, 0
"SX3235253A", 0.208, 1,    121.227,  -40.6,    1.0095, 2,    122.492,  139.5,      1.02, 0, 0, 0, 0
"SX2991907A", 0.208, 1,    121.451,  -40.6,    1.0113, 2,    122.335,  139.5,    1.0187, 0, 0, 0, 0
"SX2879064A", 0.208, 1,    121.649,  -40.6,     1.013, 2,    122.246,  139.5,     1.018, 0, 0, 0, 0
"SX3197637C", 0.208, 1,    123.262,   80.1,    1.0264, 2,    122.311, -100.0,    1.0185, 0, 0, 0, 0
"SX2860487C", 0.208, 1,    121.645,   80.0,     1.013, 2,    123.694,  -99.8,      1.03, 0, 0, 0, 0
"SX2841638C", 0.208, 1,      123.4,   79.7,    1.0276, 2,     121.88, -100.5,    1.0149, 0, 0, 0, 0
"SX3235256A", 0.208, 1,     120.49,  -41.0,    1.0033, 2,    121.241,  139.1,    1.0096, 0, 0, 0, 0
"SX3197630A", 0.208, 1,    120.798,  -40.9,    1.0059, 2,    120.839,  139.1,    1.0062, 0, 0, 0, 0
"SX3104120B", 0.208, 1,    120.082, -161.6,   0.99994, 2,    120.777,   18.5,    1.0057, 0, 0, 0, 0
"SX2804251A", 0.208, 1,    121.267,  -40.8,    1.0098, 2,    121.572,  139.2,    1.0123, 0, 0, 0, 0
"SX3254210C", 0.208, 1,    121.525,   79.7,     1.012, 2,    123.688, -100.1,      1.03, 0, 0, 0, 0
"SX3048206A", 0.208, 1,     120.49,  -40.8,    1.0033, 2,    122.545,  139.5,    1.0205, 0, 0, 0, 0
"SX2710510C", 0.208, 1,    123.498,   79.9,    1.0284, 2,    121.969, -100.2,    1.0157, 0, 0, 0, 0
"SX3197628C", 0.208, 1,    122.783,   79.9,    1.0224, 2,    121.933, -100.2,    1.0154, 0, 0, 0, 0
"SX2766718C", 0.208, 1,    123.059,   80.1,    1.0247, 2,    121.027, -100.2,    1.0078, 0, 0, 0, 0
"SX3010556A", 0.208, 1,    121.926,  -40.6,    1.0153, 2,    122.188,  139.4,    1.0175, 0, 0, 0, 0
"SX2710520A", 0.208, 1,    120.541,  -41.0,    1.0038, 2,    120.837,  139.0,    1.0062, 0, 0, 0, 0
"SX2710521A", 0.208, 1,    121.646,  -40.8,     1.013, 2,    119.245,  138.9,   0.99297, 0, 0, 0, 0
"SX3085396A", 0.208, 1,    120.616,  -41.0,    1.0044, 2,    120.291,  139.0,    1.0017, 0, 0, 0, 0
"SX3122813A", 0.208, 1,      120.8,  -41.0,    1.0059, 2,    120.545,  139.0,    1.0038, 0, 0, 0, 0
"SX3254219C", 0.208, 1,    123.465,   79.7,    1.0281, 2,    121.093, -100.6,    1.0084, 0, 0, 0, 0
"SX3254220C", 0.208, 1,    123.172,   79.7,    1.0257, 2,    121.392, -100.5,    1.0108, 0, 0, 0, 0
"SX3104134C", 0.208, 1,    121.234,   79.4,    1.0095, 2,    123.371, -100.3,    1.0273, 0, 0, 0, 0
"SX2860490A", 0.208, 1,    121.572,  -40.9,    1.0123, 2,    118.858,  138.8,   0.98975, 0, 0, 0, 0
"SX3254218A", 0.208, 1,    120.826,  -41.0,    1.0061, 2,    119.848,  138.9,     0.998, 0, 0, 0, 0
"SX3066818B", 0.208, 1,    117.772, -162.1,   0.98071, 2,    120.832,   18.3,    1.0062, 0, 0, 0, 0
"SX2785528B", 0.208, 1,    118.843, -162.0,   0.98962, 2,    119.769,   18.1,   0.99734, 0, 0, 0, 0
"SX2748130B", 0.208, 1,    120.323, -161.7,    1.0019, 2,    117.758,   17.9,   0.98059, 0, 0, 0, 0
